X,Y,Fractal Dimension
9,13,1.6368395518812735
9,14,1.9162948567140636
9,15,1.9462347840112713
9,16,1.7929930656679867
9,17,0
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
9,31,0
9,32,0
9,33,0
9,34,0
9,35,0
9,36,0
9,37,1.8160968305169778
9,38,1.6658474197849056
9,39,1.7711354710523142
9,40,1.7686586919556366
9,41,0
9,42,0
9,43,0
9,44,0
9,45,1.6467023164860055
9,46,0
9,47,0
9,48,1.7990725424880665
9,49,1.8031251108432895
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,1.6957255842800338
10,6,1.8146167165063887
10,7,1.6733137954876316
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,1.6490255983755058
10,14,1.777519961549916
10,15,1.8953415249835006
10,16,1.8700810550288907
10,17,0
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,0
10,32,0
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
10,39,1.8185240163614034
10,40,1.7667032164564669
10,41,0
10,42,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,0
10,48,1.7933553430836144
10,49,1.777343840261182
11,0,0
11,1,0
11,2,0
11,3,0
11,4,1.7935071640381843
11,5,1.4599096261742621
11,6,1.6747469874783847
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,1.7267273364033817
11,13,1.740908893734613
11,14,1.8749771414495542
11,15,1.6891342220892158
11,16,1.900645437130263
11,17,1.6563309023307502
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
11,31,0
11,32,0
11,33,0
11,34,0
11,35,0
11,36,0
11,37,1.833219903708604
11,38,1.9227129511098775
11,39,1.5267850935021743
11,40,0
11,41,0
11,42,0
11,43,0
11,44,0
11,45,0
11,46,0
11,47,0
11,48,0
11,49,0
12,0,1.6184302390138592
12,1,0
12,2,0
12,3,1.6077620269990587
12,4,1.817213113213701
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,1.705793069861596
12,14,1.8081818519012425
12,15,0
12,16,1.744461108795046
12,17,1.464876838279466
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,0
12,30,0
12,31,0
12,32,0
12,33,0
12,34,0
12,35,1.6671542120234335
12,36,1.9030672994758748
12,37,1.9773941644032529
12,38,1.874594039396488
12,39,1.6476934805502785
12,40,0
12,41,1.63964442473684
12,42,1.7731621802613489
12,43,0
12,44,0
12,45,0
12,46,0
12,47,0
12,48,0
12,49,0
13,0,1.7189213278721966
13,1,0
13,2,1.3667780240733363
13,3,1.7407633937451479
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,1.864061441885109
13,14,1.8025093441657136
13,15,0
13,16,1.7557623483583609
13,17,1.7621219494699099
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,0
13,27,1.6086154971845563
13,28,1.8086042706057865
13,29,0
13,30,0
13,31,0
13,32,0
13,33,1.7250910197031304
13,34,0
13,35,1.8718435684874635
13,36,1.9868537034380536
13,37,1.831304461785501
13,38,1.8913770111078942
13,39,1.8075211746939523
13,40,0
13,41,1.8910251523013542
13,42,1.8116102036536585
13,43,0
13,44,0
13,45,0
13,46,0
13,47,0
13,48,0
13,49,0
14,0,1.5104501194534055
14,1,0
14,2,1.7942824569119598
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,1.6739676102735452
14,14,1.760769446663938
14,15,1.704505217265351
14,16,1.7700897779398592
14,17,1.8957237509613163
14,18,1.382119215159043
14,19,0
14,20,0
14,21,0
14,22,0
14,23,0
14,24,0
14,25,0
14,26,0
14,27,0
14,28,1.7741474772555712
14,29,0
14,30,0
14,31,0
14,32,0
14,33,1.9030360684437504
14,34,1.8496031666137396
14,35,1.6881595504152693
14,36,1.8557789664810964
14,37,0
14,38,0
14,39,1.8264230114891793
14,40,1.8734892488093144
14,41,1.828218685043739
14,42,0
14,43,0
14,44,0
14,45,0
14,46,0
14,47,0
14,48,0
14,49,0
15,0,0
15,1,1.6922491036905236
15,2,1.823619430558297
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,1.604507441309872
15,14,1.8486542916683766
15,15,1.6692380474722426
15,16,1.8896755306780224
15,17,1.9889779495152886
15,18,1.9145253080108182
15,19,1.7247461479241573
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,0
15,26,0
15,27,0
15,28,0
15,29,0
15,30,0
15,31,1.63964442473684
15,32,1.9440588826280591
15,33,1.9709118090295707
15,34,1.8933076266129814
15,35,1.8335660300803496
15,36,0
15,37,0
15,38,1.3667780240733363
15,39,1.861373202169193
15,40,1.9006882691258753
15,41,0
15,42,0
15,43,0
15,44,0
15,45,0
15,46,0
15,47,0
15,48,0
15,49,0
16,0,1.7652388874548304
16,1,1.7146957060116337
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,1.7686864221526282
16,15,1.7520367130927303
16,16,1.7417700754548182
16,17,1.9689489563996183
16,18,1.9889779495152886
16,19,1.9538647721522167
16,20,1.6232446439052115
16,21,0
16,22,0
16,23,0
16,24,0
16,25,0
16,26,0
16,27,0
16,28,0
16,29,0
16,30,1.6698013007264711
16,31,1.8494409411974113
16,32,1.9833045477760851
16,33,1.9228836038158315
16,34,1.7468286167893006
16,35,1.8046022109258066
16,36,0
16,37,0
16,38,1.6101689596343345
16,39,1.8090847267145367
16,40,1.243048458587911
16,41,0
16,42,0
16,43,0
16,44,0
16,45,0
16,46,0
16,47,0
16,48,0
16,49,0
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,7,0
17,8,0
17,9,0
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,1.7006606972547917
17,17,1.8779921607827408
17,18,1.9599580402027421
17,19,1.9889779495152886
17,20,1.773937974770476
17,21,0
17,22,0
17,23,0
17,24,0
17,25,0
17,26,0
17,27,0
17,28,0
17,29,1.6691579928873448
17,30,1.9225001879961627
17,31,1.958353945641706
17,32,1.8150306902432987
17,33,0
17,34,0
17,35,0
17,36,0
17,37,1.5511360956580051
17,38,1.8896262117283373
17,39,1.7716705156995056
17,40,0
17,41,0
17,42,0
17,43,0
17,44,0
17,45,0
17,46,0
17,47,0
17,48,0
17,49,0
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,1.731428868003038
18,17,1.8335417800402376
18,18,1.9495820737329954
18,19,1.980877710666793
18,20,1.7064355791793346
18,21,0
18,22,0
18,23,0
18,24,0
18,25,0
18,26,0
18,27,1.693555140504149
18,28,1.8663246454996092
18,29,1.9353802087105691
18,30,1.9204347055962534
18,31,1.701614224102425
18,32,0
18,33,0
18,34,0
18,35,0
18,36,1.6184302390138592
18,37,1.9161026373695036
18,38,1.8086517357064225
18,39,0
18,40,0
18,41,0
18,42,0
18,43,0
18,44,0
18,45,0
18,46,0
18,47,0
18,48,0
18,49,0
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,1.789158710124802
19,16,1.8897685974664746
19,17,1.9207056368319844
19,18,1.8990372790573704
19,19,1.9856385207262044
19,20,1.8760275579496923
19,21,0
19,22,0
19,23,0
19,24,0
19,25,1.8025923190341324
19,26,1.8285314185302968
19,27,1.9067419282510651
19,28,1.9798678970471064
19,29,1.9491270498015976
19,30,1.9487294176449785
19,31,1.8202229213634764
19,32,0
19,33,0
19,34,0
19,35,1.726007398933727
19,36,1.7804758052092893
19,37,1.8602978794129483
19,38,0
19,39,0
19,40,0
19,41,1.5879260820988446
19,42,0
19,43,0
19,44,0
19,45,0
19,46,0
19,47,0
19,48,0
19,49,0
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,1.824312184786988
20,16,1.8088642382632694
20,17,1.8701149014569085
20,18,1.7412066379333213
20,19,1.9467934604921884
20,20,1.9867161020373145
20,21,1.8263976916664197
20,22,1.7521454506678091
20,23,0
20,24,1.8909845119888098
20,25,1.9236437901916228
20,26,1.9211483109352399
20,27,1.9844418944244133
20,28,1.976030904043969
20,29,1.8571862145847888
20,30,1.8560470499798853
20,31,1.6549784877949527
20,32,0
20,33,0
20,34,1.6518601907782657
20,35,1.934885808074082
20,36,1.8089563674484481
20,37,0
20,38,0
20,39,0
20,40,0
20,41,1.6669466218936646
20,42,1.7599956864911064
20,43,0
20,44,0
20,45,0
20,46,0
20,47,0
20,48,0
20,49,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,1.7591191450364179
21,17,1.951777032628642
21,18,1.8705881147172279
21,19,1.9250064622827119
21,20,1.947627897167025
21,21,1.9761587805862588
21,22,1.8210867438697655
21,23,1.7543036752700163
21,24,1.9884052967046844
21,25,1.9889779495152886
21,26,1.9761843539029356
21,27,1.9575248362515811
21,28,1.9391495258530351
21,29,1.9228266395333482
21,30,0
21,31,0
21,32,1.7380099425238962
21,33,1.8935420726913732
21,34,1.8857090750036298
21,35,1.7927618219175119
21,36,0
21,37,0
21,38,0
21,39,0
21,40,0
21,41,0
21,42,1.7531797132164941
21,43,0
21,44,0
21,45,0
21,46,0
21,47,0
21,48,0
21,49,0
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,1.719906207800437
22,6,1.7262208207674137
22,7,1.599552326919106
22,8,1.4307582145467421
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,1.8717450452703184
22,18,1.96770702127161
22,19,1.9889779495152886
22,20,1.9359028485398195
22,21,1.9889779495152886
22,22,1.931286339385114
22,23,1.9270164161702175
22,24,1.957058584971718
22,25,1.9291400538802637
22,26,1.8943019229361728
22,27,1.9098354474976396
22,28,0
22,29,0
22,30,0
22,31,1.8093343174501835
22,32,1.9616852392746758
22,33,1.9045009984905907
22,34,1.797942047233709
22,35,0
22,36,0
22,37,0
22,38,0
22,39,0
22,40,0
22,41,0
22,42,0
22,43,0
22,44,0
22,45,0
22,46,0
22,47,0
22,48,0
22,49,0
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,1.8471088292515876
23,6,1.845172090304008
23,7,1.7680973289737847
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,1.7807753140204687
23,19,1.9628220418443925
23,20,1.9538156078467885
23,21,1.9889779495152886
23,22,1.9889779495152886
23,23,1.9653559761513297
23,24,1.8537250972660675
23,25,1.9405184893848109
23,26,1.9889779495152886
23,27,1.9889779495152886
23,28,1.785450784488558
23,29,1.3834446907400026
23,30,1.7666947098661019
23,31,1.881934399043166
23,32,1.6464327824223086
23,33,0
23,34,0
23,35,0
23,36,0
23,37,0
23,38,0
23,39,0
23,40,0
23,41,0
23,42,0
23,43,0
23,44,0
23,45,0
23,46,0
23,47,0
23,48,0
23,49,0
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,1.8549499173595927
24,6,1.8085934726466544
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,1.9586259561367754
24,20,1.9540156921134462
24,21,1.9889779495152886
24,22,1.9889779495152886
24,23,1.9674864246867332
24,24,1.9803722212341626
24,25,1.9760695804513184
24,26,1.9820532497816568
24,27,1.9889779495152886
24,28,1.9827926593877638
24,29,1.8343928886453018
24,30,1.8388054799447262
24,31,0
24,32,0
24,33,0
24,34,0
24,35,0
24,36,0
24,37,0
24,38,0
24,39,0
24,40,0
24,41,0
24,42,0
24,43,0
24,44,0
24,45,0
24,46,0
24,47,0
24,48,0
24,49,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,1.7051762882700192
25,5,1.7862423361464945
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,1.806553936586778
25,19,1.9878173590680432
25,20,1.946966137098596
25,21,1.9889779495152886
25,22,1.9889779495152886
25,23,1.9889779495152886
25,24,1.9889779495152886
25,25,1.945570959477451
25,26,1.8779160991940997
25,27,1.8638046110973197
25,28,1.6545638723821887
25,29,0
25,30,0
25,31,0
25,32,0
25,33,0
25,34,0
25,35,0
25,36,0
25,37,0
25,38,0
25,39,0
25,40,0
25,41,0
25,42,0
25,43,0
25,44,0
25,45,0
25,46,0
25,47,0
25,48,0
25,49,0
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0
26,13,0
26,14,0
26,15,0
26,16,0
26,17,1.5767850935021737
26,18,1.8764991151014145
26,19,1.9731097563680322
26,20,1.8596587900553943
26,21,1.932825401086191
26,22,1.9889779495152886
26,23,1.9889779495152886
26,24,1.9889779495152886
26,25,1.9889779495152886
26,26,1.9626560187696716
26,27,0
26,28,0
26,29,0
26,30,0
26,31,0
26,32,0
26,33,0
26,34,0
26,35,0
26,36,0
26,37,0
26,38,0
26,39,0
26,40,0
26,41,0
26,42,0
26,43,0
26,44,0
26,45,0
26,46,0
26,47,0
26,48,0
26,49,0
27,0,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,6,0
27,7,0
27,8,0
27,9,0
27,10,0
27,11,0
27,12,0
27,13,0
27,14,0
27,15,0
27,16,0
27,17,1.7288127331435783
27,18,1.9527999396772804
27,19,1.873525256992376
27,20,1.9540952349322849
27,21,1.9889779495152886
27,22,1.9889779495152886
27,23,1.9889779495152886
27,24,1.9889779495152886
27,25,1.9879114684537287
27,26,1.892658754273007
27,27,0
27,28,0
27,29,0
27,30,0
27,31,0
27,32,0
27,33,0
27,34,0
27,35,0
27,36,0
27,37,0
27,38,0
27,39,0
27,40,0
27,41,0
27,42,0
27,43,0
27,44,0
27,45,0
27,46,0
27,47,0
27,48,0
27,49,0
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,1.6311462813062547
28,19,1.9076533886309293
28,20,1.9889779495152886
28,21,1.9889779495152886
28,22,1.9889779495152886
28,23,1.9690908470560875
28,24,1.9819061854624056
28,25,1.899325449112352
28,26,0
28,27,0
28,28,0
28,29,1.5821959501603795
28,30,0
28,31,0
28,32,1.7476503296532357
28,33,1.87028921696232
28,34,1.7958575456314876
28,35,0
28,36,0
28,37,0
28,38,0
28,39,0
28,40,0
28,41,0
28,42,0
28,43,0
28,44,0
28,45,0
28,46,0
28,47,0
28,48,0
28,49,0
29,0,0
29,1,0
29,2,0
29,3,1.6110158775428391
29,4,1.808215322709954
29,5,1.8048353722543597
29,6,0
29,7,0
29,8,0
29,9,0
29,10,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0
29,17,0
29,18,0
29,19,1.961513241876323
29,20,1.9889779495152886
29,21,1.9884994060903705
29,22,1.9644013899061166
29,23,1.9196878948313618
29,24,1.8646140428815843
29,25,1.8430317764858755
29,26,1.5484257095041043
29,27,1.7850551355223385
29,28,1.8141695878180497
29,29,1.8599912281089819
29,30,0
29,31,0
29,32,1.8293941234219253
29,33,1.9137619099487828
29,34,1.8131819937991618
29,35,0
29,36,0
29,37,0
29,38,0
29,39,0
29,40,0
29,41,0
29,42,0
29,43,0
29,44,0
29,45,0
29,46,0
29,47,0
29,48,0
29,49,0
30,0,0
30,1,0
30,2,0
30,3,1.7992275469794212
30,4,1.8572499164852183
30,5,1.5514405111130904
30,6,0
30,7,0
30,8,1.64050758955876
30,9,1.891160280398752
30,10,1.7812172031975637
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,16,0
30,17,1.7583788598813967
30,18,1.4780340068617677
30,19,1.9491809146900179
30,20,1.9889779495152886
30,21,1.9164469859893796
30,22,0
30,23,1.548711012222116
30,24,1.90161224959134
30,25,0
30,26,1.8781690055555067
30,27,1.8181756139267569
30,28,1.7401709087260075
30,29,1.7751578272223152
30,30,0
30,31,1.7996439063268683
30,32,1.8150448699267896
30,33,1.7925589457611346
30,34,0
30,35,0
30,36,0
30,37,0
30,38,0
30,39,0
30,40,0
30,41,0
30,42,0
30,43,0
30,44,0
30,45,0
30,46,0
30,47,0
30,48,0
30,49,0
31,0,0
31,1,0
31,2,0
31,3,0
31,4,1.5673408018572352
31,5,0
31,6,0
31,7,0
31,8,0
31,9,1.6723978596189635
31,10,1.742029572395874
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,1.2097151252545784
31,17,1.8542467897648685
31,18,1.8110504374602459
31,19,1.9309173238372745
31,20,1.9889779495152886
31,21,1.8992617596623833
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
31,27,1.8282653896266572
31,28,1.7270049462040986
31,29,1.7316362912072922
31,30,1.5740222354653504
31,31,1.8182666707041357
31,32,1.7393087356830614
31,33,1.7506792147372354
31,34,0
31,35,0
31,36,0
31,37,0
31,38,0
31,39,0
31,40,0
31,41,0
31,42,0
31,43,0
31,44,0
31,45,0
31,46,0
31,47,0
31,48,0
31,49,0
32,0,0
32,1,0
32,2,0
32,3,0
32,4,0
32,5,0
32,6,0
32,7,0
32,8,0
32,9,0
32,10,0
32,11,0
32,12,0
32,13,0
32,14,0
32,15,0
32,16,1.737613668429235
32,17,1.91410814557368
32,18,1.777368518933514
32,19,1.8883075134603868
32,20,1.8980264361496157
32,21,1.7057739110408736
32,22,0
32,23,0
32,24,0
32,25,1.6976148945852758
32,26,0
32,27,1.6919448624252744
32,28,1.4780340068617677
32,29,0
32,30,1.8017851456431804
32,31,1.846480920193642
32,32,0
32,33,0
32,34,0
32,35,0
32,36,1.8330310209204692
32,37,0
32,38,0
32,39,0
32,40,0
32,41,0
32,42,0
32,43,0
32,44,0
32,45,0
32,46,0
32,47,0
32,48,0
32,49,0
33,0,0
33,1,0
33,2,0
33,3,0
33,4,0
33,5,0
33,6,0
33,7,0
33,8,0
33,9,0
33,10,0
33,11,0
33,12,0
33,13,0
33,14,0
33,15,0
33,16,1.8140647309460816
33,17,1.8732468329773537
33,18,1.8141642658838009
33,19,1.7842789855001202
33,20,1.7609265318698604
33,21,1.3667780240733363
33,22,1.8628070611263234
33,23,0
33,24,1.7906547959102423
33,25,1.8809381712764903
33,26,0
33,27,1.8064528829597188
33,28,1.724872451458417
33,29,0
33,30,1.794038777417584
33,31,0
33,32,0
33,33,0
33,34,0
33,35,0
33,36,1.7671273489637351
33,37,0
33,38,0
33,39,0
33,40,0
33,41,0
33,42,0
33,43,0
33,44,0
33,45,0
33,46,0
33,47,0
33,48,0
33,49,0
34,0,0
34,1,0
34,2,0
34,3,0
34,4,0
34,5,0
34,6,0
34,7,0
34,8,0
34,9,0
34,10,0
34,11,0
34,12,0
34,13,0
34,14,0
34,15,0
34,16,1.7099737776420043
34,17,1.8491584046824092
34,18,1.8616844851515753
34,19,0
34,20,1.8081705234554593
34,21,1.7592881133077514
34,22,1.7184641092661133
34,23,1.667523128218148
34,24,1.7997525675107537
34,25,1.6713744096239396
34,26,0
34,27,0
34,28,1.34036198239465
34,29,0
34,30,0
34,31,0
34,32,0
34,33,0
34,34,0
34,35,0
34,36,1.8745805274711316
34,37,0
34,38,0
34,39,0
34,40,0
34,41,1.6476934805502785
34,42,1.7325775060388926
34,43,0
34,44,0
34,45,0
34,46,0
34,47,0
34,48,0
34,49,0
35,0,0
35,1,0
35,2,0
35,3,0
